espn_id,name,season,regular_season_games,postseason_games
5083754,Ryan Flournoy,2023,9,0
4429172,Traeshon Holden,2021,9,1
4429172,Traeshon Holden,2022,10,0
4429172,Traeshon Holden,2023,12,1
4429172,Traeshon Holden,2024,12,1
4241389,CeeDee Lamb,2017,12,1
4241389,CeeDee Lamb,2018,13,1
4241389,CeeDee Lamb,2019,12,1
4383396,Hunter Luepke,2019,9,1
4383396,Hunter Luepke,2020,3,0
4383396,Hunter Luepke,2021,10,2
4383396,Hunter Luepke,2022,10,0
4431562,Phil Mafah,2021,8,1
4431562,Phil Mafah,2022,13,1
4431562,Phil Mafah,2023,12,1
4431562,Phil Mafah,2024,13,1
4360698,Joe Milton III,2018,3,1
4360698,Joe Milton III,2019,3,0
4360698,Joe Milton III,2020,6,0
4360698,Joe Milton III,2021,8,0
4360698,Joe Milton III,2022,7,1
4360698,Joe Milton III,2023,12,0
4426485,Jonathan Mingo,2019,6,0
4426485,Jonathan Mingo,2020,7,1
4426485,Jonathan Mingo,2021,5,1
4426485,Jonathan Mingo,2022,11,1
4426354,George Pickens,2019,11,1
4426354,George Pickens,2020,7,1
4426354,George Pickens,2021,2,2
4372096,Luke Schoonmaker,2019,2,0
4372096,Luke Schoonmaker,2021,9,0
4372096,Luke Schoonmaker,2022,10,1
4360967,Brevyn Spann-Ford,2019,3,1
4360967,Brevyn Spann-Ford,2020,1,0
4360967,Brevyn Spann-Ford,2021,10,0
4360967,Brevyn Spann-Ford,2022,12,1
4360967,Brevyn Spann-Ford,2023,10,0
4249417,Jalen Tolbert,2018,5,0
4249417,Jalen Tolbert,2019,12,0
4249417,Jalen Tolbert,2020,11,0
4249417,Jalen Tolbert,2021,12,0
3676833,KaVontae Turpin,2015,12,1
3676833,KaVontae Turpin,2016,7,1
3676833,KaVontae Turpin,2017,12,1
3676833,KaVontae Turpin,2018,7,0
4361579,Javonte Williams,2018,6,0
4361579,Javonte Williams,2019,12,1
4361579,Javonte Williams,2020,11,0
4240603,Malik Davis,2017,7,0
4240603,Malik Davis,2018,3,0
4240603,Malik Davis,2019,10,1
4240603,Malik Davis,2020,11,1
4240603,Malik Davis,2021,11,1
4045163,Miles Sanders,2016,9,0
4045163,Miles Sanders,2017,9,1
4045163,Miles Sanders,2018,12,1
4383440,Nate Adkins,2018,5,0
4383440,Nate Adkins,2019,10,0
4383440,Nate Adkins,2020,5,0
4383440,Nate Adkins,2021,11,0
4383440,Nate Adkins,2022,5,1
4362748,Tyler Badie,2018,11,1
4362748,Tyler Badie,2019,12,0
4362748,Tyler Badie,2020,10,0
4362748,Tyler Badie,2021,12,0
4034704,Michael Bandy,2018,12,0
4034704,Michael Bandy,2019,12,0
4600981,Pat Bryant,2021,4,0
4600981,Pat Bryant,2022,9,0
4600981,Pat Bryant,2023,12,0
4600981,Pat Bryant,2024,12,0
4241820,Sam Ehlinger,2017,8,1
4241820,Sam Ehlinger,2018,13,1
4241820,Sam Ehlinger,2019,12,1
4241820,Sam Ehlinger,2020,9,1
4431280,Troy Franklin,2021,8,1
4431280,Troy Franklin,2022,12,1
4431280,Troy Franklin,2023,13,0
4568490,RJ Harvey,2020,2,0
4568490,RJ Harvey,2022,11,1
4568490,RJ Harvey,2023,12,1
4568490,RJ Harvey,2024,12,0
4039057,Lil'Jordan Humphrey,2016,2,0
4039057,Lil'Jordan Humphrey,2017,11,0
4039057,Lil'Jordan Humphrey,2018,13,1
4432208,Caleb Lohner,2024,4,0
4722893,Jaleel McLaughlin,2020,7,0
4722893,Jaleel McLaughlin,2021,10,0
4722893,Jaleel McLaughlin,2022,11,0
4686472,Marvin Mims Jr.,2020,10,1
4686472,Marvin Mims Jr.,2021,12,1
4686472,Marvin Mims Jr.,2022,12,1
4391845,Cody Schrader,2022,12,1
4391845,Cody Schrader,2023,12,1
3892775,Jarrett Stidham,2015,10,0
3892775,Jarrett Stidham,2017,13,1
3892775,Jarrett Stidham,2018,12,1
3128429,Courtland Sutton,2014,1,0
3128429,Courtland Sutton,2015,12,0
3128429,Courtland Sutton,2016,12,0
3128429,Courtland Sutton,2017,11,1
3911853,Adam Trautman,2018,10,0
3911853,Adam Trautman,2019,11,0
4431453,Deuce Vaughn,2020,10,0
4431453,Deuce Vaughn,2021,12,1
4431453,Deuce Vaughn,2022,13,1
4241985,J.K. Dobbins,2017,13,1
4241985,J.K. Dobbins,2018,13,1
4241985,J.K. Dobbins,2019,13,1
4360231,Lucas Krull,2018,5,0
4360231,Lucas Krull,2019,2,0
4360231,Lucas Krull,2020,1,0
4360231,Lucas Krull,2021,12,1
4426338,Bo Nix,2019,2,0
4426338,Bo Nix,2020,2,0
4426338,Bo Nix,2021,6,0
4426338,Bo Nix,2022,12,1
4426338,Bo Nix,2023,13,1
4240069,Malik Cunningham,2018,10,0
4240069,Malik Cunningham,2019,11,1
4240069,Malik Cunningham,2020,11,0
4240069,Malik Cunningham,2021,12,1
4240069,Malik Cunningham,2022,10,0
4429795,Jahmyr Gibbs,2020,7,0
4429795,Jahmyr Gibbs,2021,12,0
4429795,Jahmyr Gibbs,2022,11,1
4569615,Thomas Gordon,2021,2,0
4569615,Thomas Gordon,2022,5,0
4569615,Thomas Gordon,2023,7,1
4569615,Thomas Gordon,2024,12,0
4877824,Zach Horton,2022,6,0
4877824,Zach Horton,2023,9,1
4877824,Zach Horton,2024,9,1
3116136,Justin Jackson,2014,12,0
3116136,Justin Jackson,2015,12,1
3116136,Justin Jackson,2016,12,1
3116136,Justin Jackson,2017,12,1
3126997,Tom Kennedy,2018,7,0
4596439,Dominic Lovett,2021,9,1
4596439,Dominic Lovett,2022,12,0
4596439,Dominic Lovett,2023,13,1
4596439,Dominic Lovett,2024,13,1
4602788,Jackson Meeks,2021,3,0
4602788,Jackson Meeks,2022,3,0
4602788,Jackson Meeks,2023,1,0
4602788,Jackson Meeks,2024,12,1
4035538,David Montgomery,2016,12,0
4035538,David Montgomery,2017,11,1
4035538,David Montgomery,2018,11,1
4383429,Jacob Saylors,2018,11,0
4383429,Jacob Saylors,2019,11,0
4383429,Jacob Saylors,2020,5,0
4383429,Jacob Saylors,2021,12,0
4383429,Jacob Saylors,2022,11,0
4432545,Jabari Small,2020,6,0
4432545,Jabari Small,2021,10,1
4432545,Jabari Small,2022,12,1
4432545,Jabari Small,2023,11,0
4374302,Amon-Ra St. Brown,2018,11,0
4374302,Amon-Ra St. Brown,2019,12,1
4374302,Amon-Ra St. Brown,2020,6,0
5123663,Isaac TeSlaa,2023,12,0
5123663,Isaac TeSlaa,2024,9,1
4912274,Sione Vaki,2023,12,0
4426388,Jameson Williams,2019,2,0
4426388,Jameson Williams,2020,4,2
4426388,Jameson Williams,2021,13,2
4430027,Sam LaPorta,2019,5,1
4430027,Sam LaPorta,2020,8,0
4430027,Sam LaPorta,2021,12,1
4430027,Sam LaPorta,2022,11,1
4880638,Kye Robichaux,2021,12,1
4880638,Kye Robichaux,2022,8,0
4880638,Kye Robichaux,2023,10,1
4880638,Kye Robichaux,2024,11,1
4242392,Brock Wright,2018,2,0
4242392,Brock Wright,2019,2,0
4242392,Brock Wright,2020,2,0
3149687,Chris Brooks,2022,10,1
4372741,McCallan Castles,2018,2,1
4372741,McCallan Castles,2020,5,0
4372741,McCallan Castles,2021,11,0
4372741,McCallan Castles,2022,11,0
4372741,McCallan Castles,2023,11,1
4429466,Drake Dabney,2020,2,0
4429466,Drake Dabney,2021,7,1
4429466,Drake Dabney,2022,8,0
4429466,Drake Dabney,2023,12,0
4429466,Drake Dabney,2024,8,1
4361432,Romeo Doubs,2018,11,0
4361432,Romeo Doubs,2019,10,0
4361432,Romeo Doubs,2020,8,1
4361432,Romeo Doubs,2021,11,0
4701936,Matthew Golden,2022,10,1
4701936,Matthew Golden,2023,9,0
4701936,Matthew Golden,2024,13,3
4047365,Josh Jacobs,2016,12,2
4047365,Josh Jacobs,2017,9,2
4047365,Josh Jacobs,2018,13,2
5178972,Jakobie Keeney-James,2023,3,0
5178972,Jakobie Keeney-James,2024,12,0
4036378,Jordan Love,2017,11,1
4036378,Jordan Love,2018,12,1
4036378,Jordan Love,2019,12,1
4808830,Damien Martinez,2022,12,1
4808830,Damien Martinez,2023,12,0
4808830,Damien Martinez,2024,12,1
4433971,Kyle McCord,2021,5,0
4433971,Kyle McCord,2022,7,0
4433971,Kyle McCord,2023,12,0
4433971,Kyle McCord,2024,12,1
4428085,Luke Musgrave,2019,1,0
4428085,Luke Musgrave,2020,6,0
4428085,Luke Musgrave,2021,8,1
4428085,Luke Musgrave,2022,2,0
4428116,Isaiah Neyor,2020,4,0
4428116,Isaiah Neyor,2021,12,1
4428116,Isaiah Neyor,2023,1,0
4428116,Isaiah Neyor,2024,11,0
4362249,Jayden Reed,2018,12,0
4362249,Jayden Reed,2020,7,0
4362249,Jayden Reed,2021,12,1
4362249,Jayden Reed,2022,11,0
4239086,Desmond Ridder,2018,12,1
4239086,Desmond Ridder,2019,12,1
4239086,Desmond Ridder,2020,9,1
4239086,Desmond Ridder,2021,13,1
4608679,Will Sheppard,2020,2,0
4608679,Will Sheppard,2021,10,0
4608679,Will Sheppard,2022,12,0
4608679,Will Sheppard,2023,12,0
4608679,Will Sheppard,2024,12,1
4249836,Pierre Strong Jr.,2018,11,1
4249836,Pierre Strong Jr.,2019,11,0
4249836,Pierre Strong Jr.,2020,5,0
4249836,Pierre Strong Jr.,2021,14,1
4362770,Messiah Swinson,2020,2,0
4362770,Messiah Swinson,2021,4,0
4362770,Messiah Swinson,2022,8,0
4362770,Messiah Swinson,2023,5,0
4248528,Christian Watson,2018,7,1
4248528,Christian Watson,2019,14,2
4248528,Christian Watson,2020,7,0
4248528,Christian Watson,2021,10,1
4360086,Josh Whyle,2019,2,0
4360086,Josh Whyle,2020,9,1
4360086,Josh Whyle,2021,11,1
4360086,Josh Whyle,2022,11,0
4428850,Dontayvion Wicks,2019,2,0
4428850,Dontayvion Wicks,2021,12,0
4428850,Dontayvion Wicks,2022,8,0
4242512,Malik Willis,2017,7,0
4242512,Malik Willis,2018,5,1
4242512,Malik Willis,2020,9,1
4242512,Malik Willis,2021,12,1
4379401,John FitzPatrick,2019,1,0
4379401,John FitzPatrick,2020,5,1
4379401,John FitzPatrick,2021,6,0
4572680,Tucker Kraft,2020,2,0
4572680,Tucker Kraft,2021,14,1
4572680,Tucker Kraft,2022,5,2
4429023,MarShawn Lloyd,2021,11,0
4429023,MarShawn Lloyd,2022,9,0
4429023,MarShawn Lloyd,2023,11,0
4431487,Savion Williams,2020,1,0
4431487,Savion Williams,2021,3,0
4431487,Savion Williams,2022,12,0
4431487,Savion Williams,2023,11,0
4431487,Savion Williams,2024,12,0
3123075,Braxton Berrios,2014,8,1
3123075,Braxton Berrios,2015,8,1
3123075,Braxton Berrios,2016,7,1
3123075,Braxton Berrios,2017,12,1
4373273,British Brooks,2018,1,0
4373273,British Brooks,2019,1,0
4373273,British Brooks,2020,4,1
4373273,British Brooks,2021,3,1
4373273,British Brooks,2023,11,1
4040774,Harrison Bryant,2016,5,0
4040774,Harrison Bryant,2017,10,0
4040774,Harrison Bryant,2018,12,0
4040774,Harrison Bryant,2019,13,0
3128720,Nick Chubb,2014,12,1
3128720,Nick Chubb,2015,6,0
3128720,Nick Chubb,2016,12,1
3128720,Nick Chubb,2017,13,2
4258173,Nico Collins,2017,1,1
4258173,Nico Collins,2018,12,1
4258173,Nico Collins,2019,11,1
4877706,Jayden Higgins,2021,9,0
4877706,Jayden Higgins,2022,12,0
4877706,Jayden Higgins,2023,12,1
4877706,Jayden Higgins,2024,13,0
4686422,Xavier Hutchinson,2020,11,1
4686422,Xavier Hutchinson,2021,12,1
4686422,Xavier Hutchinson,2022,12,0
4429939,Jawhar Jordan,2019,4,0
4429939,Jawhar Jordan,2020,3,0
4429939,Jawhar Jordan,2021,2,1
4429939,Jawhar Jordan,2022,12,1
4429939,Jawhar Jordan,2023,13,0
4575558,Josh Kelly,2019,1,0
4575558,Josh Kelly,2020,6,0
4575558,Josh Kelly,2021,12,1
4575558,Josh Kelly,2022,4,0
4575558,Josh Kelly,2023,12,0
4575558,Josh Kelly,2024,12,0
3895856,Christian Kirk,2015,12,1
3895856,Christian Kirk,2016,12,1
3895856,Christian Kirk,2017,10,1
4432338,Luke Lachey,2021,5,1
4432338,Luke Lachey,2022,11,1
4432338,Luke Lachey,2023,2,0
4432338,Luke Lachey,2024,9,1
4429059,Woody Marks,2020,10,1
4429059,Woody Marks,2021,12,1
4429059,Woody Marks,2022,11,1
4429059,Woody Marks,2023,9,0
4429059,Woody Marks,2024,12,0
4426335,Graham Mertz,2019,2,0
4426335,Graham Mertz,2020,6,1
4426335,Graham Mertz,2021,12,1
4426335,Graham Mertz,2022,12,0
4426335,Graham Mertz,2023,11,0
4426335,Graham Mertz,2024,5,0
4242546,Davis Mills,2018,1,0
4242546,Davis Mills,2019,8,0
4242546,Davis Mills,2020,5,0
4586312,Jaylin Noel,2021,10,1
4586312,Jaylin Noel,2022,12,0
4586312,Jaylin Noel,2023,11,1
4586312,Jaylin Noel,2024,13,1
4878842,Layne Pryor,2022,6,0
4878842,Layne Pryor,2023,6,0
4878842,Layne Pryor,2024,11,0
3117256,Dalton Schultz,2015,7,0
3117256,Dalton Schultz,2016,11,1
3117256,Dalton Schultz,2017,10,1
4426496,Cade Stover,2021,5,0
4426496,Cade Stover,2022,12,1
4426496,Cade Stover,2023,9,0
4432577,C.J. Stroud,2020,1,0
4432577,C.J. Stroud,2021,11,1
4432577,C.J. Stroud,2022,12,1
4430681,Jared Wayne,2019,4,1
4430681,Jared Wayne,2020,6,0
4430681,Jared Wayne,2021,12,1
4430681,Jared Wayne,2022,11,1
4366031,Tank Dell,2018,4,0
4366031,Tank Dell,2020,7,1
4366031,Tank Dell,2021,13,1
4366031,Tank Dell,2022,12,1
4362504,Brevin Jordan,2018,8,1
4362504,Brevin Jordan,2019,9,0
4362504,Brevin Jordan,2020,7,1
3116385,Joe Mixon,2015,12,1
3116385,Joe Mixon,2016,11,1
4426689,Ulysses Bentley IV,2019,3,1
4426689,Ulysses Bentley IV,2020,10,0
4426689,Ulysses Bentley IV,2021,10,0
4426689,Ulysses Bentley IV,2022,5,0
4426689,Ulysses Bentley IV,2023,12,1
4426689,Ulysses Bentley IV,2024,9,1
4688813,Josh Downs,2020,3,1
4688813,Josh Downs,2021,12,1
4688813,Josh Downs,2022,11,0
4874509,DJ Giddens,2022,12,1
4874509,DJ Giddens,2023,12,1
4874509,DJ Giddens,2024,12,0
4429676,Tyler Goodson,2019,12,1
4429676,Tyler Goodson,2020,8,0
4429676,Tyler Goodson,2021,13,0
4606194,Seth Henigan,2021,11,0
4606194,Seth Henigan,2022,12,1
4606194,Seth Henigan,2023,12,1
4606194,Seth Henigan,2024,12,1
4683423,Riley Leonard,2021,6,0
4683423,Riley Leonard,2022,12,1
4683423,Riley Leonard,2023,7,0
4683423,Riley Leonard,2024,12,4
4362523,Will Mallory,2018,3,0
4362523,Will Mallory,2019,5,1
4362523,Will Mallory,2020,9,1
4362523,Will Mallory,2021,11,0
4362523,Will Mallory,2022,10,0
4036275,Sean McKeon,2016,1,0
4036275,Sean McKeon,2017,11,1
4036275,Sean McKeon,2018,7,0
4036275,Sean McKeon,2019,7,0
4578436,Coleman Owen,2019,1,0
4578436,Coleman Owen,2020,5,0
4578436,Coleman Owen,2021,10,0
4578436,Coleman Owen,2022,9,0
4578436,Coleman Owen,2023,11,0
4578436,Coleman Owen,2024,13,1
4430288,Eli Pancol,2019,6,0
4430288,Eli Pancol,2020,9,0
4430288,Eli Pancol,2021,9,0
4430288,Eli Pancol,2022,8,1
4430288,Eli Pancol,2024,12,1
4360078,Alec Pierce,2019,11,1
4360078,Alec Pierce,2020,5,1
4360078,Alec Pierce,2021,13,1
4035687,Michael Pittman Jr.,2016,2,0
4035687,Michael Pittman Jr.,2017,7,1
4035687,Michael Pittman Jr.,2018,10,0
4035687,Michael Pittman Jr.,2019,12,1
4242335,Jonathan Taylor,2017,13,1
4242335,Jonathan Taylor,2018,12,1
4242335,Jonathan Taylor,2019,13,1
4431459,Tyler Warren,2021,7,1
4431459,Tyler Warren,2022,6,1
4431459,Tyler Warren,2023,12,1
4431459,Tyler Warren,2024,13,3
4243315,Salvon Ahmed,2017,12,1
4243315,Salvon Ahmed,2018,13,1
4243315,Salvon Ahmed,2019,11,1
4429684,Anthony Gould,2021,7,1
4429684,Anthony Gould,2022,10,0
4429684,Anthony Gould,2023,11,0
3917792,Daniel Jones,2016,11,0
3917792,Daniel Jones,2017,12,1
3917792,Daniel Jones,2018,10,1
4249030,D.J. Montgomery,2018,11,0
4722908,Drew Ogletree,2020,5,0
4722908,Drew Ogletree,2021,10,0
4429084,Anthony Richardson Sr.,2020,2,1
4429084,Anthony Richardson Sr.,2021,7,0
4429084,Anthony Richardson Sr.,2022,12,0
4911851,LeQuint Allen Jr.,2022,8,1
4911851,LeQuint Allen Jr.,2023,12,1
4911851,LeQuint Allen Jr.,2024,12,1
4362260,Carter Bradley,2018,3,0
4362260,Carter Bradley,2019,6,0
4362260,Carter Bradley,2020,4,0
4362260,Carter Bradley,2021,8,0
4362260,Carter Bradley,2022,12,1
4362260,Carter Bradley,2023,11,0
4573243,Chandler Brayboy,2019,2,0
4573243,Chandler Brayboy,2020,5,0
4573243,Chandler Brayboy,2021,11,0
4573243,Chandler Brayboy,2022,12,0
4573243,Chandler Brayboy,2023,11,0
4573243,Chandler Brayboy,2024,11,0
4361577,Dyami Brown,2018,9,0
4361577,Dyami Brown,2019,11,1
4361577,Dyami Brown,2020,11,0
4240631,DeeJay Dallas,2017,7,1
4240631,DeeJay Dallas,2018,12,1
4240631,DeeJay Dallas,2019,10,0
4239996,Travis Etienne Jr.,2017,12,1
4239996,Travis Etienne Jr.,2018,13,2
4239996,Travis Etienne Jr.,2019,13,2
4239996,Travis Etienne Jr.,2020,11,1
4429811,Patrick Herbert,2022,4,1
4429811,Patrick Herbert,2023,9,1
4429811,Patrick Herbert,2024,6,0
4690972,Ja'Quinden Jackson,2021,3,0
4690972,Ja'Quinden Jackson,2022,9,1
4690972,Ja'Quinden Jackson,2023,11,1
4690972,Ja'Quinden Jackson,2024,10,0
4245131,Tim Jones,2017,3,0
4245131,Tim Jones,2018,11,0
4245131,Tim Jones,2019,12,1
4245131,Tim Jones,2020,6,0
4360310,Trevor Lawrence,2018,13,2
4360310,Trevor Lawrence,2019,13,2
4360310,Trevor Lawrence,2020,9,1
4239944,Hunter Long,2018,4,0
4239944,Hunter Long,2019,10,1
4239944,Hunter Long,2020,11,0
3916433,Jakobi Meyers,2016,7,0
3916433,Jakobi Meyers,2017,11,1
3916433,Jakobi Meyers,2018,11,1
4244049,Quintin Morris,2017,7,0
4244049,Quintin Morris,2018,12,0
4244049,Quintin Morris,2019,12,0
4244049,Quintin Morris,2020,5,0
3134353,Tim Patrick,2014,8,0
3134353,Tim Patrick,2016,9,1
4430539,Brenton Strange,2019,1,0
4430539,Brenton Strange,2020,7,0
4430539,Brenton Strange,2021,9,1
4430539,Brenton Strange,2022,12,0
4432773,Brian Thomas Jr.,2021,10,1
4432773,Brian Thomas Jr.,2022,10,1
4432773,Brian Thomas Jr.,2023,12,1
4244856,Austin Trammell,2017,7,0
4244856,Austin Trammell,2018,13,0
4244856,Austin Trammell,2019,12,0
4244856,Austin Trammell,2020,3,0
4882093,Bhayshul Tuten,2021,10,0
4882093,Bhayshul Tuten,2022,11,0
4882093,Bhayshul Tuten,2023,12,1
4882093,Bhayshul Tuten,2024,11,0
4432620,Parker Washington,2020,9,0
4432620,Parker Washington,2021,12,1
4432620,Parker Washington,2022,10,0
4426893,Joshua Cephus,2019,4,0
4426893,Joshua Cephus,2020,11,1
4426893,Joshua Cephus,2021,13,1
4426893,Joshua Cephus,2022,13,0
4426893,Joshua Cephus,2023,12,1
4685415,Travis Hunter,2022,6,1
4685415,Travis Hunter,2023,9,0
4685415,Travis Hunter,2024,12,1
5093923,Andrew Armstrong,2022,11,0
5093923,Andrew Armstrong,2023,12,0
5093923,Andrew Armstrong,2024,11,0
4241372,Hollywood Brown,2017,12,1
4241372,Hollywood Brown,2018,12,0
4689988,Jason Brownlee,2020,9,0
4689988,Jason Brownlee,2021,11,0
4689988,Jason Brownlee,2022,12,1
4240472,Noah Gray,2017,3,0
4240472,Noah Gray,2018,8,1
4240472,Noah Gray,2019,12,0
4240472,Noah Gray,2020,10,0
4243322,Jake Haener,2018,3,0
4243322,Jake Haener,2020,6,0
4243322,Jake Haener,2021,12,1
4243322,Jake Haener,2022,9,1
4431142,Jimmy Holiday,2020,1,0
4431142,Jimmy Holiday,2021,1,0
4431142,Jimmy Holiday,2022,3,0
4431142,Jimmy Holiday,2023,8,1
4431142,Jimmy Holiday,2024,12,1
4044111,Chris Oladokun,2017,2,0
4044111,Chris Oladokun,2018,4,1
4044111,Chris Oladokun,2021,14,1
4361529,Isiah Pacheco,2018,11,0
4361529,Isiah Pacheco,2019,11,0
4361529,Isiah Pacheco,2020,9,0
4361529,Isiah Pacheco,2021,12,0
4360238,Dameon Pierce,2018,10,1
4360238,Dameon Pierce,2019,11,1
4360238,Dameon Pierce,2020,11,1
4360238,Dameon Pierce,2021,12,1
4876907,ShunDerrick Powell,2021,9,0
4876907,ShunDerrick Powell,2022,11,0
4876907,ShunDerrick Powell,2023,11,0
4876907,ShunDerrick Powell,2024,11,0
5082630,Jalen Royals,2023,12,1
5082630,Jalen Royals,2024,7,0
4596602,Brashard Smith,2021,9,0
4596602,Brashard Smith,2022,10,0
4596602,Brashard Smith,2023,9,0
4596602,Brashard Smith,2024,13,1
3120348,JuJu Smith-Schuster,2014,12,1
3120348,JuJu Smith-Schuster,2015,13,1
3120348,JuJu Smith-Schuster,2016,12,1
4685784,Tre Watson,2021,4,1
4685784,Tre Watson,2022,4,0
4685784,Tre Watson,2023,11,1
4685784,Tre Watson,2024,10,1
4430723,Jared Wiley,2019,1,0
4430723,Jared Wiley,2020,6,0
4430723,Jared Wiley,2021,5,0
4430723,Jared Wiley,2022,9,2
4430723,Jared Wiley,2023,12,0
4683062,Xavier Worthy,2021,12,0
4683062,Xavier Worthy,2022,12,1
4683062,Xavier Worthy,2023,13,1
4431196,Jake Briningstool,2021,2,0
4431196,Jake Briningstool,2022,10,1
4431196,Jake Briningstool,2023,12,1
4431196,Jake Briningstool,2024,12,1
4362087,Keaontay Ingram,2018,12,1
4362087,Keaontay Ingram,2019,12,1
4362087,Keaontay Ingram,2020,6,0
4362087,Keaontay Ingram,2021,10,0
3139477,Patrick Mahomes,2014,6,0
3139477,Patrick Mahomes,2015,12,1
3139477,Patrick Mahomes,2016,12,0
4038524,Gardner Minshew,2016,7,0
4038524,Gardner Minshew,2017,10,0
4038524,Gardner Minshew,2018,12,1
4372716,Nikko Remigio,2018,6,1
4372716,Nikko Remigio,2019,9,1
4372716,Nikko Remigio,2020,4,0
4372716,Nikko Remigio,2021,11,0
4372716,Nikko Remigio,2022,13,1
4428331,Rashee Rice,2019,7,1
4428331,Rashee Rice,2020,10,0
4428331,Rashee Rice,2021,12,0
4428331,Rashee Rice,2022,12,0
4362921,Tyquan Thornton,2018,9,1
4362921,Tyquan Thornton,2019,12,1
4362921,Tyquan Thornton,2020,4,0
4362921,Tyquan Thornton,2021,13,1
3919510,Alex Bachman,2015,1,0
3919510,Alex Bachman,2016,10,1
3919510,Alex Bachman,2017,6,1
3919510,Alex Bachman,2018,10,1
4603186,Jack Bech,2021,12,0
4603186,Jack Bech,2022,8,0
4603186,Jack Bech,2023,8,0
4603186,Jack Bech,2024,12,0
4698191,Chris Collier,2020,2,0
4698191,Chris Collier,2021,6,0
4698191,Chris Collier,2022,3,0
4361332,Shedrick Jackson,2018,2,0
4361332,Shedrick Jackson,2019,2,0
4361332,Shedrick Jackson,2020,3,1
4361332,Shedrick Jackson,2021,12,1
4361332,Shedrick Jackson,2022,7,0
4890973,Ashton Jeanty,2022,13,1
4890973,Ashton Jeanty,2023,11,1
4890973,Ashton Jeanty,2024,13,1
4366963,Dylan Laube,2019,9,0
4366963,Dylan Laube,2020,1,0
4366963,Dylan Laube,2021,9,0
4366963,Dylan Laube,2022,12,0
4366963,Dylan Laube,2023,10,0
4429086,Michael Mayer,2020,11,1
4429086,Michael Mayer,2021,11,1
4429086,Michael Mayer,2022,12,0
4260394,Aidan O'Connell,2019,6,0
4260394,Aidan O'Connell,2020,3,0
