espn_id,name,position,height,weight,age,dob,college_name,college_id,experience_years,team_id
2578570,Jacoby Brissett,QB,"6' 4""",235 lbs,33,1992-12-11T08:00Z,NC State,152,10,22
4692835,Jalen Brooks,WR,"6' 2""",205 lbs,25,2000-05-07T07:00Z,South Carolina,2579,3,22
2971281,Pharaoh Brown,TE,"6' 5""",246 lbs,31,1994-05-04T07:00Z,Oregon,2483,8,22
4240657,Michael Carter,RB,"5' 8""",201 lbs,26,1999-05-07T07:00Z,North Carolina,153,4,22
3914151,Josiah Deguara,TE,"6' 2""",240 lbs,29,1997-02-14T08:00Z,Cincinnati,2132,5,22
4362478,Emari Demercado,RB,"5' 9""",215 lbs,27,1999-01-20T08:00Z,TCU,2628,3,22
4605858,Rivaldo Fairweather,TE,"6' 3""",249 lbs,23,2002-07-19T07:00Z,Auburn,2,0,22
4432705,Bryson Green,WR,"6' 1""",210 lbs,23,2002-12-30T08:00Z,Wisconsin,275,0,22
4426844,Elijah Higgins,TE,"6' 3""",245 lbs,25,2000-10-27T07:00Z,Stanford,24,3,22
4431431,Corey Kiner,RB,"5' 9""",210 lbs,24,2002-01-21T08:00Z,Cincinnati,2132,0,22
4361307,Trey McBride,TE,"6' 4""",246 lbs,26,1999-11-22T08:00Z,Colorado State,36,4,22
4875912,Tejhaun Palmer,WR,"6' 1""",210 lbs,25,2000-05-19T07:00Z,UAB,5,1,22
4428512,Kedon Slovis,QB,"6' 2""",223 lbs,24,2001-04-11T07:00Z,BYU,252,1,22
4240573,Ihmir Smith-Marsette,WR,"6' 1""",185 lbs,26,1999-08-29T07:00Z,Iowa,2294,5,22
4428811,Xavier Weaver,WR,"6' 1""",185 lbs,25,2000-10-12T07:00Z,Colorado,38,2,22
4360761,Michael Wilson,WR,"6' 2""",213 lbs,26,2000-02-23T08:00Z,Stanford,24,3,22
3886809,Andre Baccellia,WR,"5' 10""",180 lbs,29,1997-01-07T08:00Z,Washington,264,2,22
4429275,Trey Benson,RB,"6' 0""",220 lbs,23,2002-07-23T07:00Z,Florida State,52,2,22
3045147,James Conner,RB,"6' 1""",233 lbs,30,1995-05-05T07:00Z,Pittsburgh,221,9,22
4037235,Greg Dortch,WR,"5' 7""",180 lbs,27,1998-05-29T07:00Z,Wake Forest,154,5,22
4360739,Simi Fehoko,WR,"6' 4""",225 lbs,28,1997-11-05T08:00Z,Stanford,24,5,22
4432708,Marvin Harrison Jr.,WR,"6' 3""",220 lbs,23,2002-08-11T07:00Z,Ohio State,194,2,22
3059722,Zay Jones,WR,"6' 2""",200 lbs,30,1995-03-30T08:00Z,East Carolina,151,9,22
4427728,Bam Knight,RB,"5' 11""",210 lbs,24,2001-04-11T07:00Z,NC State,152,3,22
3917315,Kyler Murray,QB,"5' 10""",207 lbs,28,1997-08-07T07:00Z,Oklahoma,201,7,22
4696700,Tip Reiman,TE,"6' 5""",271 lbs,24,2001-09-17T07:00Z,Illinois,356,2,22
4259324,Travis Vokolek,TE,"6' 6""",260 lbs,27,1998-06-04T07:00Z,Nebraska,158,2,22
4373626,Tyler Allgeier,RB,"5' 10""",225 lbs,25,2000-04-15T07:00Z,BYU,252,4,1
4369886,Chris Blair,WR,"6' 2""",215 lbs,28,1997-10-06T07:00Z,Alcorn State,2016,2,1
4605841,Nathan Carter,RB,"5' 10""",202 lbs,23,2002-05-22T07:00Z,Michigan State,127,0,1
14880,Kirk Cousins,QB,"6' 3""",205 lbs,37,1988-08-19T07:00Z,Michigan State,127,14,1
4363551,Dylan Drummond,WR,"6' 0""",190 lbs,26,2000-01-17T08:00Z,Eastern Michigan,2199,1,1
4034948,Feleipe Franks,TE,"6' 6""",241 lbs,28,1997-12-22T08:00Z,Arkansas,8,3,1
4689334,Malik Heath,WR,"6' 2""",213 lbs,25,2000-03-31T08:00Z,Ole Miss,145,3,1
4426502,Drake London,WR,"6' 4""",215 lbs,24,2001-07-24T07:00Z,USC,30,4,1
4040655,Darnell Mooney,WR,"5' 11""",180 lbs,28,1997-10-29T08:00Z,Tulane,2655,6,1
4360248,Kyle Pitts Sr.,TE,"6' 6""",250 lbs,25,2000-10-06T07:00Z,Florida,57,5,1
4374045,Teagan Quitoriano,TE,"6' 6""",259 lbs,25,2000-03-15T08:00Z,Oregon State,204,4,1
4430807,Bijan Robinson,RB,"5' 11""",215 lbs,24,2002-01-30T08:00Z,Texas,251,3,1
3871102,David Sills V,WR,"6' 3""",211 lbs,29,1996-05-29T07:00Z,West Virginia,277,3,1
4430482,Joshua Simon,TE,"6' 4""",240 lbs,25,2000-11-27T08:00Z,South Carolina,2579,0,1
3120590,Easton Stick,QB,"6' 1""",224 lbs,30,1995-09-15T07:00Z,North Dakota State,2449,6,1
4374187,Deven Thompkins,WR,"5' 8""",155 lbs,26,1999-12-23T08:00Z,Utah State,328,4,1
4428796,Casey Washington,WR,"6' 0""",205 lbs,24,2001-03-06T08:00Z,Illinois,356,2,1
4248425,Carlos Washington Jr.,RB,"5' 11""",210 lbs,27,1998-12-26T08:00Z,SE Louisiana,2545,1,1
4035020,Charlie Woerner,TE,"6' 5""",250 lbs,28,1997-10-16T07:00Z,Georgia,61,6,1
4360423,Michael Penix Jr.,QB,"6' 3""",220 lbs,25,2000-05-08T07:00Z,Washington,264,2,1
4690013,Rasheen Ali,RB,"5' 11""",210 lbs,25,2001-02-16T08:00Z,Marshall,276,2,33
3116365,Mark Andrews,TE,"6' 5""",250 lbs,30,1995-09-06T07:00Z,Oklahoma,201,8,33
4360939,Rashod Bateman,WR,"6' 1""",193 lbs,26,1999-11-29T08:00Z,Minnesota,135,5,33
4429615,Zay Flowers,WR,"5' 9""",183 lbs,25,2000-09-11T07:00Z,Boston College,103,3,33
3043078,Derrick Henry,RB,"6' 2""",252 lbs,32,1994-01-04T08:00Z,Alabama,333,10,33
15795,DeAndre Hopkins,WR,"6' 1""",210 lbs,33,1992-06-06T07:00Z,Clemson,228,13,33
4035671,Tyler Huntley,QB,"6' 1""",204 lbs,28,1998-02-03T08:00Z,Utah,254,6,33
3916387,Lamar Jackson,QB,"6' 2""",205 lbs,29,1997-01-07T08:00Z,Louisville,97,8,33
4426479,Cornelius Johnson,WR,"6' 3""",212 lbs,25,2000-11-29T08:00Z,Michigan,130,1,33
4241263,Charlie Kolar,TE,"6' 6""",265 lbs,27,1999-02-10T08:00Z,Iowa State,66,4,33
4361050,Isaiah Likely,TE,"6' 4""",245 lbs,25,2000-04-18T07:00Z,Coastal Carolina,324,4,33
4596334,Keaton Mitchell,RB,"5' 8""",190 lbs,24,2002-01-17T08:00Z,East Carolina,151,3,33
2972515,Cooper Rush,QB,"6' 3""",225 lbs,32,1993-11-21T08:00Z,Central Michigan,2117,8,33
4696882,Devontez Walker,WR,"6' 1""",198 lbs,24,2001-06-19T07:00Z,North Carolina,153,2,33
4241424,Tylan Wallace,WR,"5' 11""",200 lbs,26,1999-05-13T07:00Z,Oklahoma State,197,5,33
4690143,LaJohntay Wester,WR,"5' 9""",170 lbs,23,2002-03-29T08:00Z,Colorado,38,0,33
4038441,Justice Hill,RB,"5' 10""",205 lbs,28,1997-11-14T08:00Z,Oklahoma State,197,7,33
4428763,Dayton Wade,WR,"5' 9""",184 lbs,25,2000-09-08T07:00Z,Ole Miss,145,1,33
3918298,Josh Allen,QB,"6' 5""",237 lbs,29,1996-05-21T07:00Z,Wyoming,2751,8,2
4039034,Shane Buechele,QB,"6' 0""",210 lbs,28,1998-01-08T08:00Z,SMU,2567,4,2
4635008,Keon Coleman,WR,"6' 4""",215 lbs,22,2003-05-17T07:00Z,Florida State,52,2,2
4379399,James Cook III,RB,"5' 11""",190 lbs,26,1999-09-25T07:00Z,Georgia,61,4,2
16731,Brandin Cooks,WR,"5' 10""",189 lbs,32,1993-09-25T07:00Z,Oregon State,204,12,2
4429501,Ray Davis,RB,"5' 8""",220 lbs,26,1999-11-11T08:00Z,Kentucky,96,2,2
4429805,Frank Gore Jr.,RB,"5' 8""",195 lbs,23,2002-03-13T08:00Z,Southern Miss,2572,1,2
4432215,Stephen Gosnell,WR,"6' 2""",198 lbs,24,2001-10-22T07:00Z,Virginia Tech,259,0,2
4035004,Mecole Hardman Jr.,WR,"5' 10""",187 lbs,27,1998-03-12T08:00Z,Georgia,61,7,2
4573699,Jackson Hawes,TE,"6' 4""",253 lbs,25,2000-12-06T08:00Z,Georgia Tech,59,0,2
3915411,Ty Johnson,RB,"5' 10""",210 lbs,28,1997-09-17T07:00Z,Maryland,120,7,2
4385690,Dalton Kincaid,TE,"6' 4""",240 lbs,26,1999-10-18T07:00Z,Utah,254,3,2
3930086,Dawson Knox,TE,"6' 4""",254 lbs,29,1996-11-14T08:00Z,Ole Miss,145,7,2
4688552,Keleki Latu,TE,"6' 7""",244 lbs,23,2002-08-13T07:00Z,Washington,264,0,2
3121427,Curtis Samuel,WR,"5' 11""",195 lbs,29,1996-08-11T07:00Z,Ohio State,194,9,2
4373678,Khalil Shakir,WR,"6' 0""",190 lbs,26,2000-02-03T08:00Z,Boise State,68,4,2
3039707,Mitchell Trubisky,QB,"6' 3""",222 lbs,31,1994-08-20T07:00Z,North Carolina,153,9,2
4036448,Jalen Virgil,WR,"6' 1""",210 lbs,27,1998-07-13T07:00Z,App State,2026,4,2
4243537,Gabe Davis,WR,"6' 2""",225 lbs,26,1999-04-01T08:00Z,UCF,2116,6,2
4242433,Joshua Palmer,WR,"6' 1""",210 lbs,26,1999-09-22T07:00Z,Tennessee,2633,5,2
4241476,Tyrell Shavers,WR,"6' 4""",211 lbs,26,1999-08-18T07:00Z,San Diego State,21,1,2
3929637,Dan Chisena,WR,"6' 3""",202 lbs,29,1997-02-25T08:00Z,Penn State,213,5,29
4695883,Jalen Coker,WR,"6' 3""",213 lbs,24,2001-10-30T08:00Z,Holy Cross,107,2,29
14012,Andy Dalton,QB,"6' 2""",220 lbs,38,1987-10-29T08:00Z,TCU,2628,15,29
4038815,Rico Dowdle,RB,"5' 11""",215 lbs,27,1998-06-14T07:00Z,South Carolina,2579,6,29
4685350,Trevor Etienne,RB,"5' 8""",198 lbs,21,2004-07-09T07:00Z,Georgia,61,0,29
4683243,Mitchell Evans,TE,"6' 5""",258 lbs,22,2003-03-18T08:00Z,Notre Dame,87,0,29
4708486,Jimmy Horn Jr.,WR,"5' 8""",174 lbs,23,2002-09-12T07:00Z,Colorado,38,0,29
4241416,Chuba Hubbard,RB,"6' 1""",210 lbs,26,1999-06-11T07:00Z,Oklahoma State,197,5,29
4684625,Montrell Johnson Jr.,RB,"5' 11""",212 lbs,23,2002-10-13T07:00Z,Florida,57,0,29
4430034,Xavier Legette,WR,"6' 3""",227 lbs,25,2001-01-29T08:00Z,South Carolina,2579,2,29
4685472,Tetairoa McMillan,WR,"6' 5""",212 lbs,22,2003-04-05T08:00Z,Arizona,12,0,29
4361988,James Mitchell,TE,"6' 4""",249 lbs,26,1999-08-11T07:00Z,Virginia Tech,259,3,29
4212909,David Moore,WR,"6' 0""",220 lbs,31,1995-01-15T08:00Z,East Central (OK),2191,7,29
5082648,Bryce Pierre,TE,"6' 5""",255 lbs,25,2001-01-25T08:00Z,UCLA,26,0,29
4876995,Ja'seem Reed,WR,"6' 2""",195 lbs,22,2003-03-21T08:00Z,San Diego,301,0,29
4428532,Ainias Smith,WR,"5' 9""",176 lbs,24,2001-05-31T07:00Z,Texas A&M,245,2,29
4360763,Brycen Tremayne,WR,"6' 4""",212 lbs,26,1999-11-18T08:00Z,Stanford,24,1,29
4372780,Tommy Tremble,TE,"6' 4""",250 lbs,25,2000-06-02T07:00Z,Notre Dame,87,5,29
4709392,Anthony Tyus III,RB,"6' 1""",226 lbs,22,2003-03-20T08:00Z,Ohio,195,0,29
4685720,Bryce Young,QB,"5' 10""",204 lbs,24,2001-07-25T07:00Z,Alabama,333,3,29
4678008,Jonathon Brooks,RB,"6' 0""",207 lbs,22,2003-07-21T07:00Z,Texas,251,2,29
4431588,Ja'Tavion Sanders,TE,"6' 4""",252 lbs,22,2003-03-27T08:00Z,Texas,251,2,29
3914307,Maurice Alexander,WR,"5' 10""",173 lbs,29,1997-01-10T08:00Z,Florida International,2229,1,3
4434153,Tyson Bagent,QB,"6' 3""",212 lbs,25,2000-06-08T07:00Z,Shepherd,2974,3,3
4036032,Brittain Brown,RB,"6' 1""",205 lbs,28,1997-10-10T07:00Z,UCLA,26,3,3
4685278,Luther Burden III,WR,"6' 0""",210 lbs,22,2003-12-12T08:00Z,Missouri,142,0,3
3948283,Stephen Carlson,TE,"6' 4""",248 lbs,29,1996-12-12T08:00Z,Princeton,163,4,3
4039050,Devin Duvernay,WR,"5' 11""",202 lbs,28,1997-09-12T07:00Z,Texas,251,6,3
4037457,Travis Homer,RB,"5' 10""",211 lbs,27,1998-08-07T07:00Z,Miami,2390,7,3
4379769,Qadir Ismail,TE,"6' 6""",232 lbs,26,2000-02-17T08:00Z,Samford,2535,1,3
4916349,Nikola Kalinic,TE,"6' 4""",245 lbs,29,1997-01-21T08:00Z,,,2,3
15168,Case Keenum,QB,"6' 1""",220 lbs,38,1988-02-17T08:00Z,Houston,248,13,3
4258595,Cole Kmet,TE,"6' 6""",257 lbs,26,1999-03-10T08:00Z,Notre Dame,87,6,3
4723086,Colston Loveland,TE,"6' 6""",241 lbs,21,2004-04-09T07:00Z,Michigan,130,0,3
4608686,Kyle Monangai,RB,"5' 8""",207 lbs,23,2002-06-06T07:00Z,Rutgers,164,0,3
3915416,DJ Moore,WR,"6' 0""",213 lbs,28,1997-04-14T07:00Z,Maryland,120,8,3
4431299,Rome Odunze,WR,"6' 3""",214 lbs,23,2002-06-03T07:00Z,Washington,264,2,3
4685183,JP Richardson,WR,"5' 11""",192 lbs,23,2002-03-23T08:00Z,TCU,2628,0,3
3052897,Durham Smythe,TE,"6' 5""",248 lbs,30,1995-08-09T07:00Z,Notre Dame,87,8,3
4259545,D'Andre Swift,RB,"5' 8""",204 lbs,27,1999-01-14T08:00Z,Georgia,61,6,3
5160110,Jahdae Walker,WR,"6' 3""",206 lbs,23,2002-07-05T07:00Z,Texas A&M,245,0,3
4431611,Caleb Williams,QB,"6' 1""",226 lbs,24,2001-11-18T08:00Z,USC,30,2,3
3917914,Olamide Zaccheaus,WR,"5' 8""",199 lbs,28,1997-07-23T07:00Z,Virginia,258,7,3
4575667,Deion Hankins,RB,"5' 11""",226 lbs,25,2000-09-13T07:00Z,Texas State,326,0,3
4426386,Roschon Johnson,RB,"6' 0""",227 lbs,25,2001-01-31T08:00Z,Texas,251,3,3
4245645,Gary Brightwell,RB,"6' 1""",218 lbs,28,1998-02-28T08:00Z,Arizona,12,4,4
4429299,Tahj Brooks,RB,"5' 9""",220 lbs,23,2002-05-13T07:00Z,Texas Tech,2641,0,4
4362238,Chase Brown,RB,"5' 10""",210 lbs,25,2000-03-21T08:00Z,Illinois,356,3,4
3886812,Jake Browning,QB,"6' 2""",209 lbs,29,1996-04-11T07:00Z,Washington,264,3,4
3915511,Joe Burrow,QB,"6' 4""",215 lbs,29,1996-12-10T08:00Z,LSU,99,6,4
4362628,Ja'Marr Chase,WR,"6' 0""",205 lbs,25,2000-03-01T08:00Z,LSU,99,5,4
4259592,Sean Clifford,QB,"6' 2""",212 lbs,27,1998-07-14T07:00Z,Penn State,213,2,4
4036131,Noah Fant,TE,"6' 4""",249 lbs,28,1997-11-20T08:00Z,Iowa,2294,7,4
11252,Joe Flacco,QB,"6' 6""",245 lbs,41,1985-01-16T08:00Z,Delaware,48,18,4
3116164,Mike Gesicki,TE,"6' 6""",245 lbs,30,1995-10-03T07:00Z,Penn State,213,8,4
4700712,Cam Grandy,TE,"6' 5""",253 lbs,26,1999-11-19T08:00Z,Illinois State,2287,2,4
4239993,Tee Higgins,WR,"6' 4""",220 lbs,27,1999-01-18T08:00Z,Clemson,228,6,4
3050481,Tanner Hudson,TE,"6' 5""",241 lbs,31,1994-11-12T08:00Z,Southern Arkansas,2568,6,4
4368003,Andrei Iosivas,WR,"6' 3""",210 lbs,26,1999-10-15T07:00Z,Princeton,163,3,4
4385430,Xavier Johnson,WR,"6' 1""",204 lbs,26,1999-05-11T07:00Z,Ohio State,194,1,4
4257188,Charlie Jones,WR,"6' 0""",190 lbs,27,1998-10-29T08:00Z,Purdue,2509,3,4
4384852,Dohnte Meyers,WR,"5' 11""",186 lbs,,,Delta State,2170,0,4
4429012,Kendall Milton,RB,"6' 1""",230 lbs,24,2002-02-10T08:00Z,Georgia,61,1,4
4594444,Jordan Moore,WR,"6' 0""",191 lbs,23,2002-04-18T07:00Z,Duke,150,0,4
3116389,Samaje Perine,RB,"5' 11""",240 lbs,30,1995-09-16T07:00Z,Oklahoma,201,9,4
4035776,Kendric Pryor,WR,"5' 11""",189 lbs,28,1998-01-06T08:00Z,Wisconsin,275,2,4
3127310,Drew Sample,TE,"6' 5""",260 lbs,29,1996-04-16T07:00Z,Washington,264,7,4
4690070,Mitchell Tinsley,WR,"6' 1""",205 lbs,26,1999-09-15T07:00Z,Penn State,213,2,4
4570738,Ke'Shawn Williams,WR,"5' 9""",189 lbs,24,2001-12-27T08:00Z,Indiana,84,0,4
4427834,Erick All Jr.,TE,"6' 5""",255 lbs,25,2000-09-13T07:00Z,Iowa,2294,2,4
4362603,Brenden Bates,TE,"6' 5""",255 lbs,26,1999-10-16T07:00Z,Kentucky,96,2,5
4808839,Isaiah Bond,WR,"5' 11""",180 lbs,21,2004-03-15T08:00Z,Texas,251,0,5
4242536,Sal Cannella,TE,"6' 5""",242 lbs,29,1996-12-02T08:00Z,Auburn,2,1,5
4613104,Malachi Corley,WR,"5' 11""",215 lbs,23,2002-03-21T08:00Z,Western Kentucky,98,2,5
5083076,Harold Fannin Jr.,TE,"6' 4""",241 lbs,21,2004-07-20T07:00Z,Bowling Green,189,0,5
4566157,Luke Floriea,WR,"5' 8""",179 lbs,24,2001-10-23T07:00Z,Kent State,2309,0,5
4427238,Dillon Gabriel,QB,"5' 11""",205 lbs,25,2000-12-28T08:00Z,Oregon,2483,0,5
4241463,Jerry Jeudy,WR,"6' 1""",195 lbs,26,1999-04-24T07:00Z,Alabama,333,6,5
4877203,Gage Larvadain,WR,"5' 8""",171 lbs,23,2003-01-03T08:00Z,South Carolina,2579,0,5
4432374,Ahmani Marshall,RB,"6' 1""",225 lbs,23,2002-03-21T08:00Z,App State,2026,0,5
3123076,David Njoku,TE,"6' 4""",246 lbs,29,1996-07-10T07:00Z,Miami,2390,9,5
4687509,Caden Prieskorn,TE,"6' 5""",255 lbs,26,1999-09-21T07:00Z,Ole Miss,145,0,5
5081397,Dylan Sampson,RB,"5' 8""",200 lbs,21,2004-09-14T07:00Z,Tennessee,2633,0,5
4601080,Raheim Sanders,RB,"6' 0""",230 lbs,23,2002-06-08T07:00Z,South Carolina,2579,0,5
4432762,Shedeur Sanders,QB,"6' 2""",212 lbs,24,2002-02-07T08:00Z,Colorado,38,0,5
4428678,Jamari Thrash,WR,"6' 0""",190 lbs,25,2000-12-19T08:00Z,Louisville,97,2,5
4369863,Cedric Tillman,WR,"6' 3""",215 lbs,25,2000-04-19T07:00Z,Tennessee,2633,3,5
4362018,Blake Whiteheart,TE,"6' 4""",250 lbs,25,2000-03-22T08:00Z,Wake Forest,154,3,5
4035222,Trayveon Williams,RB,"5' 8""",206 lbs,28,1997-10-18T07:00Z,Texas A&M,245,7,5
4576845,Isaiah Wooden,WR,"5' 9""",170 lbs,26,2000-02-03T08:00Z,Southern Utah,253,0,5
2580216,DeAndre Carter,WR,"5' 8""",190 lbs,32,1993-04-10T07:00Z,Sacramento State,16,8,5
4372019,Jerome Ford,RB,"5' 10""",210 lbs,26,1999-09-12T07:00Z,Cincinnati,2132,4,5
4685702,Quinshon Judkins,RB,"5' 11""",221 lbs,22,2003-10-29T08:00Z,Ohio State,194,0,5
3122840,Deshaun Watson,QB,"6' 3""",223 lbs,30,1995-09-14T07:00Z,Clemson,228,9,5
4429202,Israel Abanikanda,RB,"5' 10""",217 lbs,23,2002-10-05T07:00Z,Pittsburgh,221,3,6
4685279,Jaydon Blue,RB,"5' 9""",196 lbs,22,2004-01-08T08:00Z,Texas,251,0,6
3121410,Parris Campbell,WR,"6' 0""",208 lbs,28,1997-07-16T07:00Z,Ohio State,194,7,6
4242355,Jake Ferguson,TE,"6' 5""",244 lbs,27,1999-01-18T08:00Z,Wisconsin,275,4,6
5083754,Ryan Flournoy,WR,"6' 1""",200 lbs,26,1999-10-27T07:00Z,Southeast Missouri State,2546,2,6
3115252,Will Grier,QB,"6' 1""",220 lbs,30,1995-04-03T07:00Z,West Virginia,277,6,6
4429172,Traeshon Holden,WR,"6' 3""",205 lbs,24,2001-09-12T07:00Z,Oregon,2483,0,6
4241389,CeeDee Lamb,WR,"6' 2""",200 lbs,26,1999-04-08T07:00Z,Oklahoma,201,6,6
